sample_id,split,label,event,source,is_vietnam,src_path,dst_path
img_000058,train,no_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\no_flood\no_flood_000058.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000058_69798917f4.jpg
img_000064,train,no_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\no_flood\no_flood_000064.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000064_8dc92e83f6.jpg
img_000070,train,no_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\no_flood\no_flood_000070.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000070_2cc4bc8e5c.jpg
img_000076,train,no_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\no_flood\no_flood_000076.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000076_bd1a3de25c.jpg
img_000082,train,no_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\no_flood\no_flood_000082.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000082_387af01c9f.jpg
img_000088,train,no_flood,ngap_can_tho_2019,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_can_tho_2019\no_flood\no_flood_000088.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000088_ddd3442910.jpg
img_000003,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000003.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000003_b3f4a7d025.jpg
img_000009,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000009.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000009_322662a160.jpg
img_000015,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000015.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000015_ebc6c7b17f.jpg
img_000021,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000021.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000021_78d8d25546.jpg
img_000027,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000027.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000027_ed6cabd208.jpg
img_000033,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000033.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000033_4a19b5ca71.jpg
img_000039,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000039.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000039_824145ad4f.jpg
img_000045,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000045.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000045_930e43fad4.jpg
img_000051,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000051.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000051_11462b9e79.jpg
img_000057,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000057.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000057_93af57641c.jpg
img_000063,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000063.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000063_ef80bbb09f.jpg
img_000069,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000069.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000069_4fa3d9845b.jpg
img_000075,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000075.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000075_a2ba90b2d7.jpg
img_000081,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000081.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000081_c15c0d8771.jpg
img_000087,train,no_flood,bao_yagi_2024,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\bao_yagi_2024\no_flood\no_flood_000087.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000087_7ef0ba9422.jpg
img_000093,train,no_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\no_flood\no_flood_000093.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000093_8ce090aef1.jpg
img_000097,train,no_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\no_flood\no_flood_000097.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000097_4a850a2d2f.jpg
img_000101,train,no_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\no_flood\no_flood_000101.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000101_b9acb2bba4.jpg
img_000105,train,no_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\no_flood\no_flood_000105.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000105_c9d86acd06.jpg
img_000109,train,no_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\no_flood\no_flood_000109.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000109_243e1aaa4b.jpg
img_000113,train,no_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\no_flood\no_flood_000113.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000113_e8b2452f47.jpg
img_000117,train,no_flood,pakistan_flood_2022,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\pakistan_flood_2022\no_flood\no_flood_000117.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000117_9f626b69f9.jpg
img_000006,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000006.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000006_4c6ca5e8c3.jpg
img_000012,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000012.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000012_e876549ea5.jpg
img_000018,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000018.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000018_fe0a73edd5.jpg
img_000024,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000024.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000024_f126866cc9.jpg
img_000030,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000030.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000030_57f822c84d.jpg
img_000036,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000036.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000036_a09a3715a3.jpg
img_000042,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000042.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000042_d922f7860a.jpg
img_000048,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000048.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000048_c96d7dbdb2.jpg
img_000054,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000054.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000054_50073ef9bb.jpg
img_000060,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000060.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000060_428f08c8f5.jpg
img_000066,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000066.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000066_115fdce038.jpg
img_000072,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000072.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000072_a08f7ac3d2.jpg
img_000078,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000078.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000078_2b331d1157.jpg
img_000084,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000084.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000084_ec17aa489e.jpg
img_000090,train,no_flood,ngap_hcm_2022,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\ngap_hcm_2022\no_flood\no_flood_000090.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000090_1d2a43f494.jpg
img_000091,train,no_flood,harvey_2017,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\harvey_2017\no_flood\no_flood_000091.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000091_ad1643c26e.jpg
img_000095,train,no_flood,harvey_2017,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\harvey_2017\no_flood\no_flood_000095.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000095_ec1204c5c0.jpg
img_000099,train,no_flood,harvey_2017,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\harvey_2017\no_flood\no_flood_000099.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000099_7a5c107dfe.jpg
img_000103,train,no_flood,harvey_2017,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\harvey_2017\no_flood\no_flood_000103.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000103_c209473ec3.jpg
img_000107,train,no_flood,harvey_2017,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\harvey_2017\no_flood\no_flood_000107.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000107_00d5f6a326.jpg
img_000111,train,no_flood,harvey_2017,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\harvey_2017\no_flood\no_flood_000111.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000111_f25640a351.jpg
img_000115,train,no_flood,harvey_2017,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\harvey_2017\no_flood\no_flood_000115.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000115_7f433c49c0.jpg
img_000119,train,no_flood,harvey_2017,crisismmd,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\crisismmd\harvey_2017\no_flood\no_flood_000119.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000119_211dc71b65.jpg
img_000094,train,no_flood,idai_2019,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\idai_2019\no_flood\no_flood_000094.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000094_29c69e5e2a.jpg
img_000098,train,no_flood,idai_2019,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\idai_2019\no_flood\no_flood_000098.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000098_087518e877.jpg
img_000102,train,no_flood,idai_2019,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\idai_2019\no_flood\no_flood_000102.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000102_2c89fa0ac4.jpg
img_000106,train,no_flood,idai_2019,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\idai_2019\no_flood\no_flood_000106.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000106_dd8b51eab4.jpg
img_000110,train,no_flood,idai_2019,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\idai_2019\no_flood\no_flood_000110.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000110_5efd964f36.jpg
img_000114,train,no_flood,idai_2019,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\idai_2019\no_flood\no_flood_000114.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000114_2908e81125.jpg
img_000118,train,no_flood,idai_2019,floodnet,0,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\floodnet\idai_2019\no_flood\no_flood_000118.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000118_9493db1c04.jpg
img_000005,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000005.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000005_f5f979190e.jpg
img_000011,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000011.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000011_13ddf864aa.jpg
img_000017,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000017.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000017_0ef03ea97f.jpg
img_000023,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000023.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000023_a506886410.jpg
img_000029,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000029.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000029_13dd7464b9.jpg
img_000035,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000035.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000035_55cbbbf811.jpg
img_000041,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000041.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000041_c5ec0d32d3.jpg
img_000047,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000047.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000047_ac94180eac.jpg
img_000053,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000053.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000053_0425e6e082.jpg
img_000059,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000059.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000059_7d8b75ee1b.jpg
img_000065,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000065.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000065_647c6b8aa8.jpg
img_000071,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000071.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000071_413e62d211.jpg
img_000077,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000077.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000077_ecdd75942f.jpg
img_000083,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000083.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000083_13a2706124.jpg
img_000089,train,no_flood,lu_nghe_an_2023,vietnam_collected,1,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\raw\vietnam_collected\lu_nghe_an_2023\no_flood\no_flood_000089.jpg,C:\Users\jhiny\Desktop\nckh2\dataset\image_data\processed\train\no_flood\img_000089_f8afa06f35.jpg
