sample_id,file_path,modality,source,event,province,timestamp,original_label,mapped_label,is_vietnam,quality_flag,annotator_1,annotator_2,final_label,review_note,sha1
img_000011,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000011.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-01T19:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000012,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000012.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-01T20:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000013,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000013.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-01T21:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000014,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000014.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-01T22:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000015,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000015.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-01T23:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000016,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000016.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-02T00:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000017,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000017.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-02T01:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000018,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000018.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-02T02:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000019,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000019.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-02T03:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000020,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000020.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-02T04:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000021,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000021.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-02T05:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000022,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000022.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-02T06:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000023,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000023.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-02T07:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000024,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000024.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-02T08:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000025,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000025.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-02T09:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000026,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000026.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-02T10:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000027,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000027.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-02T11:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000028,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000028.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-02T12:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000029,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000029.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-02T13:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000030,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000030.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-02T14:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000031,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000031.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-02T15:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000032,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000032.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-02T16:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000033,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000033.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-02T17:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000034,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000034.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-02T18:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000035,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000035.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-02T19:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000036,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000036.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-02T20:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000037,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000037.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-02T21:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000038,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000038.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-02T22:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000039,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000039.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-02T23:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000040,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000040.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-03T00:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000041,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000041.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-03T01:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000042,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000042.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-03T02:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000043,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000043.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-03T03:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000044,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000044.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-03T04:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000045,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000045.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-03T05:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000046,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000046.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-03T06:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000047,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000047.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-03T07:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000048,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000048.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-03T08:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000049,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000049.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-03T09:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000050,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000050.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-03T10:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000051,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000051.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-03T11:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000052,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000052.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-03T12:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000053,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000053.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-03T13:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000054,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000054.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-03T14:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000055,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000055.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-03T15:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000056,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000056.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-03T16:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000057,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000057.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-03T17:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000058,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000058.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-03T18:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000059,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000059.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-03T19:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000060,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000060.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-03T20:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000061,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000061.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-03T21:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000062,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000062.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-03T22:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000063,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000063.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-03T23:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000064,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000064.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-04T00:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000065,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000065.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-04T01:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000066,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000066.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-04T02:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000067,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000067.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-04T03:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000068,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000068.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-04T04:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000069,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000069.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-04T05:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000070,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000070.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-04T06:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000071,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000071.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-04T07:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000072,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000072.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-04T08:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000073,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000073.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-04T09:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000074,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000074.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-04T10:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000075,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000075.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-04T11:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000076,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000076.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-04T12:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000077,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000077.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-04T13:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000078,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000078.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-04T14:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000079,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000079.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-04T15:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000080,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000080.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-04T16:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000081,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000081.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-04T17:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000082,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000082.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-04T18:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000083,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000083.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-04T19:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000084,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000084.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-04T20:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000085,dataset/image_data/raw/vietnam_collected/lu_mien_trung_2020/no_flood/no_flood_000085.jpg,image,vietnam_collected,lu_mien_trung_2020,QuangTri,2017-08-04T21:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000086,dataset/image_data/raw/vietnam_collected/bao_noru_2022/no_flood/no_flood_000086.jpg,image,vietnam_collected,bao_noru_2022,QuangNam,2017-08-04T22:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000087,dataset/image_data/raw/vietnam_collected/bao_yagi_2024/no_flood/no_flood_000087.jpg,image,vietnam_collected,bao_yagi_2024,QuangNinh,2017-08-04T23:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000088,dataset/image_data/raw/vietnam_collected/ngap_can_tho_2019/no_flood/no_flood_000088.jpg,image,vietnam_collected,ngap_can_tho_2019,CanTho,2017-08-05T00:00:00,no_flood,no_flood,1,ok,LTNA,NNQ,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000089,dataset/image_data/raw/vietnam_collected/lu_nghe_an_2023/no_flood/no_flood_000089.jpg,image,vietnam_collected,lu_nghe_an_2023,NgheAn,2017-08-05T01:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000090,dataset/image_data/raw/vietnam_collected/ngap_hcm_2022/no_flood/no_flood_000090.jpg,image,vietnam_collected,ngap_hcm_2022,HoChiMinh,2017-08-05T02:00:00,no_flood,no_flood,1,ok,LTNA,,no_flood,,8e280dee5101f21d416e915a81fe25637b7d4032
img_000091,dataset/image_data/raw/crisismmd/harvey_2017/no_flood/no_flood_000091.jpg,image,crisismmd,harvey_2017,Houston,2017-08-05T03:00:00,no_flood,no_flood,0,ok,LTNA,,no_flood,,37c6bd015482232bf04a7b8c2a36c5d389770361
img_000092,dataset/image_data/raw/floodnet/kerala_flood_2018/no_flood/no_flood_000092.jpg,image,floodnet,kerala_flood_2018,Kerala,2017-08-05T04:00:00,no_flood,no_flood,0,ok,LTNA,,no_flood,,37c6bd015482232bf04a7b8c2a36c5d389770361
img_000093,dataset/image_data/raw/crisismmd/pakistan_flood_2022/no_flood/no_flood_000093.jpg,image,crisismmd,pakistan_flood_2022,Sindh,2017-08-05T05:00:00,no_flood,no_flood,0,ok,LTNA,NNQ,no_flood,,37c6bd015482232bf04a7b8c2a36c5d389770361
img_000094,dataset/image_data/raw/floodnet/idai_2019/no_flood/no_flood_000094.jpg,image,floodnet,idai_2019,Beira,2017-08-05T06:00:00,no_flood,no_flood,0,ok,LTNA,,no_flood,,37c6bd015482232bf04a7b8c2a36c5d389770361
img_000095,dataset/image_data/raw/crisismmd/harvey_2017/no_flood/no_flood_000095.jpg,image,crisismmd,harvey_2017,Houston,2017-08-05T07:00:00,no_flood,no_flood,0,ok,LTNA,,no_flood,,37c6bd015482232bf04a7b8c2a36c5d389770361
