copy_index,evaluator_only,perturbed_event_id,run_id,scenario,source_event_id
0,True,C0270,run_041,exact_transport_copy_2x,C0270
0,True,C0190,run_041,exact_transport_copy_2x,C0190
0,True,C0020,run_041,exact_transport_copy_2x,C0020
0,True,C0220,run_041,exact_transport_copy_2x,C0220
0,True,C0119,run_041,exact_transport_copy_2x,C0119
0,True,C0214,run_041,exact_transport_copy_2x,C0214
0,True,C0175,run_041,exact_transport_copy_2x,C0175
0,True,C0210,run_041,exact_transport_copy_2x,C0210
0,True,C0061,run_041,exact_transport_copy_2x,C0061
0,True,C0188,run_041,exact_transport_copy_2x,C0188
0,True,C0024,run_041,exact_transport_copy_2x,C0024
0,True,C0077,run_041,exact_transport_copy_2x,C0077
0,True,C0004,run_041,exact_transport_copy_2x,C0004
0,True,C0264,run_041,exact_transport_copy_2x,C0264
0,True,C0120,run_041,exact_transport_copy_2x,C0120
0,True,C0094,run_041,exact_transport_copy_2x,C0094
0,True,C0232,run_041,exact_transport_copy_2x,C0232
0,True,C0132,run_041,exact_transport_copy_2x,C0132
0,True,C0159,run_041,exact_transport_copy_2x,C0159
0,True,C0087,run_041,exact_transport_copy_2x,C0087
0,True,C0192,run_041,exact_transport_copy_2x,C0192
0,True,C0205,run_041,exact_transport_copy_2x,C0205
0,True,C0266,run_041,exact_transport_copy_2x,C0266
0,True,C0215,run_041,exact_transport_copy_2x,C0215
0,True,C0253,run_041,exact_transport_copy_2x,C0253
0,True,C0254,run_041,exact_transport_copy_2x,C0254
0,True,C0130,run_041,exact_transport_copy_2x,C0130
0,True,C0183,run_041,exact_transport_copy_2x,C0183
0,True,C0249,run_041,exact_transport_copy_2x,C0249
0,True,C0003,run_041,exact_transport_copy_2x,C0003
0,True,C0069,run_041,exact_transport_copy_2x,C0069
0,True,C0263,run_041,exact_transport_copy_2x,C0263
0,True,C0136,run_041,exact_transport_copy_2x,C0136
0,True,C0255,run_041,exact_transport_copy_2x,C0255
0,True,C0135,run_041,exact_transport_copy_2x,C0135
0,True,C0218,run_041,exact_transport_copy_2x,C0218
0,True,C0238,run_041,exact_transport_copy_2x,C0238
0,True,C0197,run_041,exact_transport_copy_2x,C0197
0,True,C0315,run_041,exact_transport_copy_2x,C0315
0,True,C0113,run_041,exact_transport_copy_2x,C0113
0,True,C0226,run_041,exact_transport_copy_2x,C0226
0,True,C0224,run_041,exact_transport_copy_2x,C0224
0,True,C0111,run_041,exact_transport_copy_2x,C0111
0,True,C0040,run_041,exact_transport_copy_2x,C0040
0,True,C0195,run_041,exact_transport_copy_2x,C0195
0,True,C0032,run_041,exact_transport_copy_2x,C0032
0,True,C0185,run_041,exact_transport_copy_2x,C0185
0,True,C0105,run_041,exact_transport_copy_2x,C0105
0,True,C0303,run_041,exact_transport_copy_2x,C0303
0,True,C0243,run_041,exact_transport_copy_2x,C0243
0,True,C0179,run_041,exact_transport_copy_2x,C0179
0,True,C0273,run_041,exact_transport_copy_2x,C0273
0,True,C0284,run_041,exact_transport_copy_2x,C0284
0,True,C0221,run_041,exact_transport_copy_2x,C0221
0,True,C0318,run_041,exact_transport_copy_2x,C0318
0,True,C0074,run_041,exact_transport_copy_2x,C0074
0,True,C0261,run_041,exact_transport_copy_2x,C0261
0,True,C0287,run_041,exact_transport_copy_2x,C0287
0,True,C0016,run_041,exact_transport_copy_2x,C0016
0,True,C0007,run_041,exact_transport_copy_2x,C0007
0,True,C0223,run_041,exact_transport_copy_2x,C0223
0,True,C0116,run_041,exact_transport_copy_2x,C0116
0,True,C0001,run_041,exact_transport_copy_2x,C0001
0,True,C0014,run_041,exact_transport_copy_2x,C0014
0,True,C0162,run_041,exact_transport_copy_2x,C0162
0,True,C0121,run_041,exact_transport_copy_2x,C0121
0,True,C0199,run_041,exact_transport_copy_2x,C0199
0,True,C0091,run_041,exact_transport_copy_2x,C0091
0,True,C0063,run_041,exact_transport_copy_2x,C0063
0,True,C0058,run_041,exact_transport_copy_2x,C0058
0,True,C0031,run_041,exact_transport_copy_2x,C0031
0,True,C0198,run_041,exact_transport_copy_2x,C0198
0,True,C0268,run_041,exact_transport_copy_2x,C0268
0,True,C0071,run_041,exact_transport_copy_2x,C0071
0,True,C0276,run_041,exact_transport_copy_2x,C0276
0,True,C0191,run_041,exact_transport_copy_2x,C0191
0,True,C0208,run_041,exact_transport_copy_2x,C0208
0,True,C0239,run_041,exact_transport_copy_2x,C0239
0,True,C0053,run_041,exact_transport_copy_2x,C0053
0,True,C0252,run_041,exact_transport_copy_2x,C0252
0,True,C0103,run_041,exact_transport_copy_2x,C0103
0,True,C0298,run_041,exact_transport_copy_2x,C0298
0,True,C0308,run_041,exact_transport_copy_2x,C0308
0,True,C0222,run_041,exact_transport_copy_2x,C0222
0,True,C0008,run_041,exact_transport_copy_2x,C0008
0,True,C0300,run_041,exact_transport_copy_2x,C0300
0,True,C0037,run_041,exact_transport_copy_2x,C0037
0,True,C0059,run_041,exact_transport_copy_2x,C0059
0,True,C0172,run_041,exact_transport_copy_2x,C0172
0,True,C0283,run_041,exact_transport_copy_2x,C0283
0,True,C0118,run_041,exact_transport_copy_2x,C0118
0,True,C0108,run_041,exact_transport_copy_2x,C0108
0,True,C0148,run_041,exact_transport_copy_2x,C0148
0,True,C0005,run_041,exact_transport_copy_2x,C0005
0,True,C0181,run_041,exact_transport_copy_2x,C0181
0,True,C0279,run_041,exact_transport_copy_2x,C0279
0,True,C0217,run_041,exact_transport_copy_2x,C0217
0,True,C0066,run_041,exact_transport_copy_2x,C0066
0,True,C0128,run_041,exact_transport_copy_2x,C0128
0,True,C0107,run_041,exact_transport_copy_2x,C0107
0,True,C0201,run_041,exact_transport_copy_2x,C0201
0,True,C0187,run_041,exact_transport_copy_2x,C0187
0,True,C0044,run_041,exact_transport_copy_2x,C0044
0,True,C0267,run_041,exact_transport_copy_2x,C0267
0,True,C0110,run_041,exact_transport_copy_2x,C0110
0,True,C0259,run_041,exact_transport_copy_2x,C0259
0,True,C0285,run_041,exact_transport_copy_2x,C0285
0,True,C0297,run_041,exact_transport_copy_2x,C0297
0,True,C0146,run_041,exact_transport_copy_2x,C0146
0,True,C0309,run_041,exact_transport_copy_2x,C0309
0,True,C0072,run_041,exact_transport_copy_2x,C0072
0,True,C0213,run_041,exact_transport_copy_2x,C0213
0,True,C0189,run_041,exact_transport_copy_2x,C0189
0,True,C0240,run_041,exact_transport_copy_2x,C0240
0,True,C0019,run_041,exact_transport_copy_2x,C0019
0,True,C0176,run_041,exact_transport_copy_2x,C0176
0,True,C0036,run_041,exact_transport_copy_2x,C0036
0,True,C0272,run_041,exact_transport_copy_2x,C0272
0,True,C0088,run_041,exact_transport_copy_2x,C0088
0,True,C0227,run_041,exact_transport_copy_2x,C0227
0,True,C0312,run_041,exact_transport_copy_2x,C0312
0,True,C0289,run_041,exact_transport_copy_2x,C0289
0,True,C0033,run_041,exact_transport_copy_2x,C0033
0,True,C0230,run_041,exact_transport_copy_2x,C0230
0,True,C0157,run_041,exact_transport_copy_2x,C0157
0,True,C0256,run_041,exact_transport_copy_2x,C0256
0,True,C0299,run_041,exact_transport_copy_2x,C0299
0,True,C0030,run_041,exact_transport_copy_2x,C0030
0,True,C0122,run_041,exact_transport_copy_2x,C0122
0,True,C0265,run_041,exact_transport_copy_2x,C0265
0,True,C0012,run_041,exact_transport_copy_2x,C0012
0,True,C0023,run_041,exact_transport_copy_2x,C0023
0,True,C0314,run_041,exact_transport_copy_2x,C0314
0,True,C0082,run_041,exact_transport_copy_2x,C0082
0,True,C0047,run_041,exact_transport_copy_2x,C0047
0,True,C0154,run_041,exact_transport_copy_2x,C0154
0,True,C0310,run_041,exact_transport_copy_2x,C0310
0,True,C0203,run_041,exact_transport_copy_2x,C0203
0,True,C0009,run_041,exact_transport_copy_2x,C0009
0,True,C0242,run_041,exact_transport_copy_2x,C0242
0,True,C0133,run_041,exact_transport_copy_2x,C0133
0,True,C0034,run_041,exact_transport_copy_2x,C0034
0,True,C0161,run_041,exact_transport_copy_2x,C0161
0,True,C0241,run_041,exact_transport_copy_2x,C0241
0,True,C0245,run_041,exact_transport_copy_2x,C0245
0,True,C0079,run_041,exact_transport_copy_2x,C0079
0,True,C0050,run_041,exact_transport_copy_2x,C0050
0,True,C0229,run_041,exact_transport_copy_2x,C0229
0,True,C0013,run_041,exact_transport_copy_2x,C0013
0,True,C0316,run_041,exact_transport_copy_2x,C0316
0,True,C0046,run_041,exact_transport_copy_2x,C0046
0,True,C0138,run_041,exact_transport_copy_2x,C0138
0,True,C0143,run_041,exact_transport_copy_2x,C0143
0,True,C0010,run_041,exact_transport_copy_2x,C0010
0,True,C0090,run_041,exact_transport_copy_2x,C0090
0,True,C0101,run_041,exact_transport_copy_2x,C0101
0,True,C0134,run_041,exact_transport_copy_2x,C0134
0,True,C0257,run_041,exact_transport_copy_2x,C0257
0,True,C0062,run_041,exact_transport_copy_2x,C0062
0,True,C0204,run_041,exact_transport_copy_2x,C0204
0,True,C0117,run_041,exact_transport_copy_2x,C0117
0,True,C0280,run_041,exact_transport_copy_2x,C0280
0,True,C0233,run_041,exact_transport_copy_2x,C0233
0,True,C0291,run_041,exact_transport_copy_2x,C0291
0,True,C0126,run_041,exact_transport_copy_2x,C0126
0,True,C0231,run_041,exact_transport_copy_2x,C0231
0,True,C0057,run_041,exact_transport_copy_2x,C0057
0,True,C0076,run_041,exact_transport_copy_2x,C0076
0,True,C0209,run_041,exact_transport_copy_2x,C0209
0,True,C0104,run_041,exact_transport_copy_2x,C0104
0,True,C0235,run_041,exact_transport_copy_2x,C0235
0,True,C0099,run_041,exact_transport_copy_2x,C0099
0,True,C0147,run_041,exact_transport_copy_2x,C0147
0,True,C0006,run_041,exact_transport_copy_2x,C0006
0,True,C0301,run_041,exact_transport_copy_2x,C0301
0,True,C0096,run_041,exact_transport_copy_2x,C0096
0,True,C0144,run_041,exact_transport_copy_2x,C0144
0,True,C0070,run_041,exact_transport_copy_2x,C0070
0,True,C0286,run_041,exact_transport_copy_2x,C0286
0,True,C0278,run_041,exact_transport_copy_2x,C0278
0,True,C0048,run_041,exact_transport_copy_2x,C0048
0,True,C0246,run_041,exact_transport_copy_2x,C0246
0,True,C0251,run_041,exact_transport_copy_2x,C0251
0,True,C0129,run_041,exact_transport_copy_2x,C0129
0,True,C0156,run_041,exact_transport_copy_2x,C0156
0,True,C0290,run_041,exact_transport_copy_2x,C0290
0,True,C0180,run_041,exact_transport_copy_2x,C0180
0,True,C0244,run_041,exact_transport_copy_2x,C0244
0,True,C0028,run_041,exact_transport_copy_2x,C0028
0,True,C0163,run_041,exact_transport_copy_2x,C0163
0,True,C0102,run_041,exact_transport_copy_2x,C0102
0,True,C0035,run_041,exact_transport_copy_2x,C0035
0,True,C0216,run_041,exact_transport_copy_2x,C0216
0,True,C0137,run_041,exact_transport_copy_2x,C0137
0,True,C0150,run_041,exact_transport_copy_2x,C0150
0,True,C0022,run_041,exact_transport_copy_2x,C0022
0,True,C0055,run_041,exact_transport_copy_2x,C0055
0,True,C0049,run_041,exact_transport_copy_2x,C0049
0,True,C0152,run_041,exact_transport_copy_2x,C0152
0,True,C0127,run_041,exact_transport_copy_2x,C0127
0,True,C0277,run_041,exact_transport_copy_2x,C0277
0,True,C0084,run_041,exact_transport_copy_2x,C0084
0,True,C0262,run_041,exact_transport_copy_2x,C0262
0,True,C0045,run_041,exact_transport_copy_2x,C0045
0,True,C0206,run_041,exact_transport_copy_2x,C0206
0,True,C0294,run_041,exact_transport_copy_2x,C0294
0,True,C0228,run_041,exact_transport_copy_2x,C0228
0,True,C0305,run_041,exact_transport_copy_2x,C0305
0,True,C0164,run_041,exact_transport_copy_2x,C0164
0,True,C0083,run_041,exact_transport_copy_2x,C0083
0,True,C0092,run_041,exact_transport_copy_2x,C0092
0,True,C0114,run_041,exact_transport_copy_2x,C0114
0,True,C0139,run_041,exact_transport_copy_2x,C0139
1,True,C0080__transport_copy_2,run_041,exact_transport_copy_2x,C0080
1,True,C0225__transport_copy_2,run_041,exact_transport_copy_2x,C0225
1,True,C0093__transport_copy_2,run_041,exact_transport_copy_2x,C0093
1,True,C0043__transport_copy_2,run_041,exact_transport_copy_2x,C0043
1,True,C0219__transport_copy_2,run_041,exact_transport_copy_2x,C0219
1,True,C0260__transport_copy_2,run_041,exact_transport_copy_2x,C0260
1,True,C0131__transport_copy_2,run_041,exact_transport_copy_2x,C0131
1,True,C0041__transport_copy_2,run_041,exact_transport_copy_2x,C0041
1,True,C0271__transport_copy_2,run_041,exact_transport_copy_2x,C0271
1,True,C0056__transport_copy_2,run_041,exact_transport_copy_2x,C0056
1,True,C0018__transport_copy_2,run_041,exact_transport_copy_2x,C0018
1,True,C0021__transport_copy_2,run_041,exact_transport_copy_2x,C0021
1,True,C0200__transport_copy_2,run_041,exact_transport_copy_2x,C0200
1,True,C0275__transport_copy_2,run_041,exact_transport_copy_2x,C0275
1,True,C0281__transport_copy_2,run_041,exact_transport_copy_2x,C0281
1,True,C0168__transport_copy_2,run_041,exact_transport_copy_2x,C0168
1,True,C0296__transport_copy_2,run_041,exact_transport_copy_2x,C0296
1,True,C0017__transport_copy_2,run_041,exact_transport_copy_2x,C0017
1,True,C0027__transport_copy_2,run_041,exact_transport_copy_2x,C0027
1,True,C0207__transport_copy_2,run_041,exact_transport_copy_2x,C0207
1,True,C0068__transport_copy_2,run_041,exact_transport_copy_2x,C0068
1,True,C0100__transport_copy_2,run_041,exact_transport_copy_2x,C0100
1,True,C0170__transport_copy_2,run_041,exact_transport_copy_2x,C0170
1,True,C0202__transport_copy_2,run_041,exact_transport_copy_2x,C0202
1,True,C0234__transport_copy_2,run_041,exact_transport_copy_2x,C0234
1,True,C0211__transport_copy_2,run_041,exact_transport_copy_2x,C0211
1,True,C0149__transport_copy_2,run_041,exact_transport_copy_2x,C0149
1,True,C0141__transport_copy_2,run_041,exact_transport_copy_2x,C0141
1,True,C0153__transport_copy_2,run_041,exact_transport_copy_2x,C0153
1,True,C0151__transport_copy_2,run_041,exact_transport_copy_2x,C0151
1,True,C0124__transport_copy_2,run_041,exact_transport_copy_2x,C0124
1,True,C0051__transport_copy_2,run_041,exact_transport_copy_2x,C0051
1,True,C0011__transport_copy_2,run_041,exact_transport_copy_2x,C0011
1,True,C0167__transport_copy_2,run_041,exact_transport_copy_2x,C0167
1,True,C0073__transport_copy_2,run_041,exact_transport_copy_2x,C0073
1,True,C0140__transport_copy_2,run_041,exact_transport_copy_2x,C0140
1,True,C0125__transport_copy_2,run_041,exact_transport_copy_2x,C0125
1,True,C0269__transport_copy_2,run_041,exact_transport_copy_2x,C0269
1,True,C0184__transport_copy_2,run_041,exact_transport_copy_2x,C0184
1,True,C0052__transport_copy_2,run_041,exact_transport_copy_2x,C0052
1,True,C0078__transport_copy_2,run_041,exact_transport_copy_2x,C0078
1,True,C0282__transport_copy_2,run_041,exact_transport_copy_2x,C0282
1,True,C0313__transport_copy_2,run_041,exact_transport_copy_2x,C0313
1,True,C0123__transport_copy_2,run_041,exact_transport_copy_2x,C0123
1,True,C0015__transport_copy_2,run_041,exact_transport_copy_2x,C0015
1,True,C0171__transport_copy_2,run_041,exact_transport_copy_2x,C0171
1,True,C0029__transport_copy_2,run_041,exact_transport_copy_2x,C0029
1,True,C0025__transport_copy_2,run_041,exact_transport_copy_2x,C0025
1,True,C0026__transport_copy_2,run_041,exact_transport_copy_2x,C0026
1,True,C0109__transport_copy_2,run_041,exact_transport_copy_2x,C0109
1,True,C0182__transport_copy_2,run_041,exact_transport_copy_2x,C0182
1,True,C0065__transport_copy_2,run_041,exact_transport_copy_2x,C0065
1,True,C0002__transport_copy_2,run_041,exact_transport_copy_2x,C0002
1,True,C0302__transport_copy_2,run_041,exact_transport_copy_2x,C0302
1,True,C0145__transport_copy_2,run_041,exact_transport_copy_2x,C0145
1,True,C0274__transport_copy_2,run_041,exact_transport_copy_2x,C0274
1,True,C0095__transport_copy_2,run_041,exact_transport_copy_2x,C0095
1,True,C0086__transport_copy_2,run_041,exact_transport_copy_2x,C0086
1,True,C0317__transport_copy_2,run_041,exact_transport_copy_2x,C0317
1,True,C0060__transport_copy_2,run_041,exact_transport_copy_2x,C0060
1,True,C0295__transport_copy_2,run_041,exact_transport_copy_2x,C0295
1,True,C0174__transport_copy_2,run_041,exact_transport_copy_2x,C0174
1,True,C0178__transport_copy_2,run_041,exact_transport_copy_2x,C0178
1,True,C0186__transport_copy_2,run_041,exact_transport_copy_2x,C0186
1,True,C0311__transport_copy_2,run_041,exact_transport_copy_2x,C0311
1,True,C0307__transport_copy_2,run_041,exact_transport_copy_2x,C0307
1,True,C0115__transport_copy_2,run_041,exact_transport_copy_2x,C0115
1,True,C0142__transport_copy_2,run_041,exact_transport_copy_2x,C0142
1,True,C0054__transport_copy_2,run_041,exact_transport_copy_2x,C0054
1,True,C0160__transport_copy_2,run_041,exact_transport_copy_2x,C0160
1,True,C0067__transport_copy_2,run_041,exact_transport_copy_2x,C0067
1,True,C0248__transport_copy_2,run_041,exact_transport_copy_2x,C0248
1,True,C0075__transport_copy_2,run_041,exact_transport_copy_2x,C0075
1,True,C0097__transport_copy_2,run_041,exact_transport_copy_2x,C0097
1,True,C0177__transport_copy_2,run_041,exact_transport_copy_2x,C0177
1,True,C0236__transport_copy_2,run_041,exact_transport_copy_2x,C0236
1,True,C0155__transport_copy_2,run_041,exact_transport_copy_2x,C0155
1,True,C0293__transport_copy_2,run_041,exact_transport_copy_2x,C0293
1,True,C0089__transport_copy_2,run_041,exact_transport_copy_2x,C0089
1,True,C0106__transport_copy_2,run_041,exact_transport_copy_2x,C0106
1,True,C0306__transport_copy_2,run_041,exact_transport_copy_2x,C0306
1,True,C0258__transport_copy_2,run_041,exact_transport_copy_2x,C0258
1,True,C0250__transport_copy_2,run_041,exact_transport_copy_2x,C0250
1,True,C0247__transport_copy_2,run_041,exact_transport_copy_2x,C0247
1,True,C0038__transport_copy_2,run_041,exact_transport_copy_2x,C0038
1,True,C0304__transport_copy_2,run_041,exact_transport_copy_2x,C0304
1,True,C0064__transport_copy_2,run_041,exact_transport_copy_2x,C0064
1,True,C0196__transport_copy_2,run_041,exact_transport_copy_2x,C0196
1,True,C0169__transport_copy_2,run_041,exact_transport_copy_2x,C0169
1,True,C0292__transport_copy_2,run_041,exact_transport_copy_2x,C0292
1,True,C0112__transport_copy_2,run_041,exact_transport_copy_2x,C0112
1,True,C0165__transport_copy_2,run_041,exact_transport_copy_2x,C0165
1,True,C0042__transport_copy_2,run_041,exact_transport_copy_2x,C0042
1,True,C0193__transport_copy_2,run_041,exact_transport_copy_2x,C0193
1,True,C0039__transport_copy_2,run_041,exact_transport_copy_2x,C0039
1,True,C0166__transport_copy_2,run_041,exact_transport_copy_2x,C0166
1,True,C0173__transport_copy_2,run_041,exact_transport_copy_2x,C0173
1,True,C0194__transport_copy_2,run_041,exact_transport_copy_2x,C0194
1,True,C0237__transport_copy_2,run_041,exact_transport_copy_2x,C0237
1,True,C0158__transport_copy_2,run_041,exact_transport_copy_2x,C0158
1,True,C0098__transport_copy_2,run_041,exact_transport_copy_2x,C0098
1,True,C0288__transport_copy_2,run_041,exact_transport_copy_2x,C0288
1,True,C0081__transport_copy_2,run_041,exact_transport_copy_2x,C0081
1,True,C0085__transport_copy_2,run_041,exact_transport_copy_2x,C0085
1,True,C0212__transport_copy_2,run_041,exact_transport_copy_2x,C0212
1,True,C0270__transport_copy_2,run_041,exact_transport_copy_2x,C0270
1,True,C0190__transport_copy_2,run_041,exact_transport_copy_2x,C0190
1,True,C0020__transport_copy_2,run_041,exact_transport_copy_2x,C0020
1,True,C0220__transport_copy_2,run_041,exact_transport_copy_2x,C0220
1,True,C0119__transport_copy_2,run_041,exact_transport_copy_2x,C0119
1,True,C0214__transport_copy_2,run_041,exact_transport_copy_2x,C0214
1,True,C0175__transport_copy_2,run_041,exact_transport_copy_2x,C0175
1,True,C0210__transport_copy_2,run_041,exact_transport_copy_2x,C0210
1,True,C0061__transport_copy_2,run_041,exact_transport_copy_2x,C0061
1,True,C0188__transport_copy_2,run_041,exact_transport_copy_2x,C0188
1,True,C0024__transport_copy_2,run_041,exact_transport_copy_2x,C0024
1,True,C0077__transport_copy_2,run_041,exact_transport_copy_2x,C0077
1,True,C0004__transport_copy_2,run_041,exact_transport_copy_2x,C0004
1,True,C0264__transport_copy_2,run_041,exact_transport_copy_2x,C0264
1,True,C0120__transport_copy_2,run_041,exact_transport_copy_2x,C0120
1,True,C0094__transport_copy_2,run_041,exact_transport_copy_2x,C0094
1,True,C0232__transport_copy_2,run_041,exact_transport_copy_2x,C0232
1,True,C0132__transport_copy_2,run_041,exact_transport_copy_2x,C0132
1,True,C0159__transport_copy_2,run_041,exact_transport_copy_2x,C0159
1,True,C0087__transport_copy_2,run_041,exact_transport_copy_2x,C0087
1,True,C0192__transport_copy_2,run_041,exact_transport_copy_2x,C0192
1,True,C0205__transport_copy_2,run_041,exact_transport_copy_2x,C0205
1,True,C0266__transport_copy_2,run_041,exact_transport_copy_2x,C0266
1,True,C0215__transport_copy_2,run_041,exact_transport_copy_2x,C0215
1,True,C0253__transport_copy_2,run_041,exact_transport_copy_2x,C0253
1,True,C0254__transport_copy_2,run_041,exact_transport_copy_2x,C0254
1,True,C0130__transport_copy_2,run_041,exact_transport_copy_2x,C0130
1,True,C0183__transport_copy_2,run_041,exact_transport_copy_2x,C0183
1,True,C0249__transport_copy_2,run_041,exact_transport_copy_2x,C0249
1,True,C0003__transport_copy_2,run_041,exact_transport_copy_2x,C0003
1,True,C0069__transport_copy_2,run_041,exact_transport_copy_2x,C0069
1,True,C0263__transport_copy_2,run_041,exact_transport_copy_2x,C0263
1,True,C0136__transport_copy_2,run_041,exact_transport_copy_2x,C0136
1,True,C0255__transport_copy_2,run_041,exact_transport_copy_2x,C0255
